State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total_Calls,Total_minutes,Service_pressure,Call_Per_Day,min_per_day
HI,105,415,No,No,0,211.1,99,176.7,66,221.5,96,14.7,7,4,False,268,624.0,0.03773584905660377,2.5283018867924527,5.886792452830188
FL,119,415,No,No,0,109.2,96,153.1,80,240.0,102,9.8,5,2,False,283,512.1,0.016666666666666666,2.3583333333333334,4.2675
WY,78,408,No,No,0,220.0,95,179.9,121,188.2,109,11.5,5,0,False,330,599.5999999999999,0.0,4.177215189873418,7.589873417721518
OR,125,408,No,Yes,32,96.5,109,145.8,109,174.4,82,9.4,2,1,False,302,426.1,0.007936507936507936,2.3968253968253967,3.3817460317460317
IN,88,415,No,No,0,183.5,93,170.5,80,193.8,88,8.3,5,3,False,266,556.0999999999999,0.033707865168539325,2.9887640449438204,6.248314606741572
MD,83,408,No,Yes,38,107.9,90,140.4,94,253.6,79,10.5,2,0,False,265,512.4,0.0,3.1547619047619047,6.1
TN,3,510,Yes,No,0,161.0,96,244.9,82,180.8,103,7.7,6,1,False,287,594.4000000000001,0.25,71.75,148.60000000000002
WA,48,510,No,No,0,149.2,146,161.9,109,197.9,109,8.3,2,3,False,366,517.3,0.061224489795918366,7.469387755102041,10.557142857142857
IN,129,415,No,No,0,137.8,120,225.8,110,145.2,95,10.2,6,1,True,331,519.0,0.007692307692307693,2.546153846153846,3.9923076923076923
CO,66,408,No,Yes,40,141.7,87,268.3,89,241.3,68,8.5,7,0,False,251,659.8,0.0,3.746268656716418,9.84776119402985
TX,80,510,No,Yes,22,196.4,115,150.3,109,176.2,75,9.3,1,0,False,300,532.2,0.0,3.7037037037037037,6.570370370370371
WV,84,408,No,No,0,146.8,133,171.7,73,234.5,69,9.9,3,1,False,278,562.9,0.011764705882352941,3.2705882352941176,6.62235294117647
MA,96,415,No,No,0,173.9,111,287.4,105,204.8,91,9.1,7,1,False,314,675.1999999999999,0.010309278350515464,3.2371134020618557,6.9608247422680405
TN,123,415,No,Yes,34,305.2,80,156.5,109,280.0,81,13.2,7,1,False,277,754.9000000000001,0.008064516129032258,2.2338709677419355,6.0879032258064525
ID,116,510,Yes,Yes,29,162.3,91,279.3,79,192.7,131,11.7,2,3,True,303,646.0,0.02564102564102564,2.58974358974359,5.521367521367521
DE,105,415,Yes,No,0,150.0,106,293.8,123,250.7,65,10.3,7,3,False,301,704.8,0.02830188679245283,2.839622641509434,6.649056603773585
VA,80,415,No,No,0,197.5,114,206.9,119,163.6,109,11.3,4,1,False,346,579.3,0.012345679012345678,4.271604938271605,7.151851851851851
MT,157,408,No,No,0,240.2,67,153.0,98,249.0,72,10.2,6,2,False,243,652.4000000000001,0.012658227848101266,1.5379746835443038,4.129113924050634
ID,67,510,No,Yes,30,186.2,117,286.7,76,164.3,113,12.9,3,2,False,309,650.1,0.029411764705882353,4.544117647058823,9.560294117647059
MD,79,415,No,Yes,17,236.7,95,263.5,56,259.6,107,12.0,4,1,False,262,771.8,0.0125,3.275,9.647499999999999
MS,76,408,No,No,0,173.2,93,131.2,80,170.9,104,5.4,3,0,False,280,480.69999999999993,0.0,3.6363636363636362,6.242857142857142
OH,94,415,No,No,0,181.3,135,182.4,108,180.6,103,6.7,2,0,False,348,551.0000000000001,0.0,3.663157894736842,5.800000000000002
AR,109,510,No,No,0,175.4,125,250.7,87,289.3,74,9.8,9,1,False,295,725.2,0.00909090909090909,2.6818181818181817,6.592727272727273
AZ,138,415,No,No,0,87.6,112,266.9,107,214.6,104,9.8,10,2,False,333,578.9,0.014388489208633094,2.3956834532374103,4.164748201438849
SC,73,415,No,No,0,203.3,45,141.9,87,200.7,71,8.5,6,0,False,209,554.4000000000001,0.0,2.824324324324324,7.4918918918918935
KY,21,415,No,No,0,92.6,95,161.9,70,285.0,78,11.3,3,5,True,246,550.8,0.22727272727272727,11.181818181818182,25.036363636363635
NE,103,408,No,No,0,160.8,91,155.8,82,254.3,103,8.5,3,1,False,279,579.4000000000001,0.009615384615384616,2.6826923076923075,5.571153846153847
MN,79,408,No,Yes,32,50.6,62,201.4,87,146.8,121,4.2,4,2,False,274,403.0,0.025,3.425,5.0375
NV,89,415,No,No,0,134.9,59,156.0,152,197.5,112,10.2,5,1,False,328,498.59999999999997,0.011111111111111112,3.6444444444444444,5.54
CA,120,415,No,No,0,252.1,110,226.1,103,155.6,83,13.8,3,1,False,299,647.5999999999999,0.008264462809917356,2.4710743801652892,5.3520661157024785
UT,121,415,No,Yes,41,215.5,95,241.8,92,147.0,108,9.6,3,1,False,298,613.9,0.00819672131147541,2.442622950819672,5.031967213114754
IL,101,415,No,No,0,124.8,66,257.2,85,193.2,115,13.4,4,0,False,270,588.6,0.0,2.6470588235294117,5.770588235294118
DC,115,408,No,No,0,178.7,114,271.0,96,245.9,94,16.4,5,2,False,309,712.0,0.017241379310344827,2.663793103448276,6.137931034482759
IN,168,415,No,No,0,183.2,131,179.2,73,292.8,100,9.9,5,2,False,309,665.1,0.011834319526627219,1.8284023668639053,3.9355029585798817
MS,70,510,No,No,0,147.1,105,200.0,135,234.9,65,12.5,9,3,False,314,594.5,0.04225352112676056,4.422535211267606,8.373239436619718
VT,138,415,No,No,0,230.1,107,212.0,120,174.9,119,13.2,4,1,False,350,630.2,0.007194244604316547,2.5179856115107913,4.533812949640288
VT,43,408,No,No,0,135.8,125,163.2,88,229.8,106,12.6,3,0,False,322,541.4,0.0,7.318181818181818,12.304545454545455
UT,117,510,No,Yes,20,205.7,98,136.1,107,159.4,147,8.7,3,2,False,355,509.8999999999999,0.01694915254237288,3.0084745762711864,4.321186440677965
KY,108,408,No,No,0,73.8,105,143.4,114,170.2,98,10.9,3,2,False,320,398.29999999999995,0.01834862385321101,2.9357798165137616,3.6541284403669723
VA,118,408,No,No,0,189.3,119,233.5,112,270.9,104,10.0,1,2,False,336,703.7,0.01680672268907563,2.823529411764706,5.913445378151261
AZ,62,408,No,Yes,42,137.3,95,184.2,94,231.4,70,10.2,3,0,False,262,563.1,0.0,4.158730158730159,8.938095238095238
NY,86,510,No,No,0,70.7,125,211.0,113,174.6,107,0.0,0,2,False,345,456.29999999999995,0.022988505747126436,3.9655172413793105,5.244827586206896
VA,44,408,No,No,0,204.6,117,205.2,94,164.6,84,10.7,5,0,False,300,585.1,0.0,6.666666666666667,13.002222222222223
MD,111,510,No,No,0,123.1,88,213.9,84,184.9,88,12.0,2,5,True,262,533.9,0.044642857142857144,2.3392857142857144,4.766964285714286
MA,127,510,No,Yes,19,129.7,115,160.8,101,265.0,63,12.2,3,2,False,282,567.7,0.015625,2.203125,4.43515625
IL,151,415,Yes,No,0,198.7,70,209.5,106,281.9,126,12.4,4,0,False,306,702.4999999999999,0.0,2.013157894736842,4.6217105263157885
PA,137,415,No,No,0,215.9,76,145.4,118,186.9,129,12.1,4,1,False,327,560.3000000000001,0.007246376811594203,2.369565217391304,4.060144927536232
TN,106,415,No,No,0,119.2,142,228.4,139,197.9,61,8.4,9,2,False,351,553.9,0.018691588785046728,3.2803738317757007,5.176635514018692
NJ,88,510,No,No,0,144.3,116,156.4,74,214.7,90,7.8,10,3,False,290,523.2,0.033707865168539325,3.258426966292135,5.878651685393259
VA,106,415,No,No,0,235.2,121,220.6,87,236.3,91,11.8,4,1,False,303,703.8999999999999,0.009345794392523364,2.8317757009345796,6.578504672897195
NJ,57,510,Yes,No,0,115.0,65,122.3,96,245.0,75,6.4,1,0,True,237,488.7,0.0,4.086206896551724,8.425862068965516
WA,184,408,No,No,0,151.7,93,178.5,77,229.1,111,13.1,8,2,False,289,572.4,0.010810810810810811,1.5621621621621622,3.094054054054054
AR,109,510,No,No,0,153.1,102,234.1,77,329.2,74,9.9,9,3,False,262,726.3,0.02727272727272727,2.381818181818182,6.602727272727273
WI,127,415,No,No,0,218.6,93,149.9,130,204.6,131,9.2,5,2,False,359,582.3000000000001,0.015625,2.8046875,4.5492187500000005
ME,174,415,No,No,0,190.3,98,252.7,70,220.6,97,7.2,9,2,False,274,670.8000000000001,0.011428571428571429,1.5657142857142856,3.8331428571428576
CO,92,415,No,No,0,184.7,60,262.0,73,239.5,120,12.3,6,2,True,259,698.5,0.021505376344086023,2.78494623655914,7.510752688172043
CO,81,408,No,No,0,115.3,99,224.7,117,152.5,98,18.0,2,1,False,316,510.5,0.012195121951219513,3.8536585365853657,6.225609756097561
CT,119,408,No,No,0,294.2,100,232.5,53,195.0,64,9.0,1,0,True,218,730.7,0.0,1.8166666666666667,6.089166666666667
NC,122,415,No,No,0,215.6,86,167.8,59,207.0,67,6.4,8,3,False,220,596.8,0.024390243902439025,1.7886178861788617,4.852032520325203
WY,34,408,No,No,0,128.8,80,208.7,93,202.1,103,14.0,7,1,False,283,553.6,0.02857142857142857,8.085714285714285,15.817142857142859
FL,90,415,No,Yes,24,71.2,82,181.6,103,186.9,111,12.9,1,1,False,297,452.6,0.01098901098901099,3.2637362637362637,4.973626373626374
KY,73,408,No,No,0,94.9,121,253.2,83,175.1,86,14.2,2,2,False,292,537.4000000000001,0.02702702702702703,3.945945945945946,7.262162162162164
SC,19,510,No,No,0,259.4,116,269.7,109,175.3,130,9.5,3,1,True,358,713.8999999999999,0.05,17.9,35.69499999999999
WA,120,408,No,Yes,28,215.8,123,285.2,76,192.1,78,6.9,3,1,False,280,700.0,0.008264462809917356,2.3140495867768593,5.785123966942149
MT,160,415,No,No,0,97.5,113,268.1,69,255.3,62,13.2,4,3,False,248,634.1000000000001,0.018633540372670808,1.5403726708074534,3.9385093167701872
PA,141,510,No,No,0,146.5,121,169.9,125,238.8,112,8.2,5,0,False,363,563.4000000000001,0.0,2.556338028169014,3.9676056338028176
VT,72,415,No,No,0,139.9,117,223.6,96,240.8,93,12.7,4,2,False,310,617.0,0.0273972602739726,4.2465753424657535,8.452054794520548
MN,117,408,No,Yes,21,153.2,112,263.3,110,135.0,85,11.9,7,1,False,314,563.4,0.00847457627118644,2.6610169491525424,4.77457627118644
IL,79,408,Yes,No,0,103.5,134,319.3,111,239.9,124,8.4,4,2,False,373,671.1,0.025,4.6625,8.38875
AR,87,408,No,No,0,185.8,119,192.3,83,200.0,96,6.6,4,1,False,302,584.7,0.011363636363636364,3.4318181818181817,6.644318181818182
MD,102,415,No,No,0,129.5,56,354.2,118,145.5,93,10.9,3,1,False,270,640.1,0.009708737864077669,2.621359223300971,6.214563106796117
MT,49,408,No,No,0,236.6,91,220.9,146,146.8,114,8.9,2,1,False,353,613.1999999999999,0.02,7.06,12.264
VT,67,408,No,No,0,260.4,107,208.2,104,207.9,115,10.0,2,6,False,328,686.5,0.08823529411764706,4.823529411764706,10.095588235294118
CO,107,415,No,No,0,167.3,100,163.9,79,185.9,100,6.7,5,2,False,284,523.8000000000001,0.018518518518518517,2.6296296296296298,4.8500000000000005
WA,118,510,No,No,0,113.0,80,150.1,87,204.3,115,10.8,4,2,False,286,478.20000000000005,0.01680672268907563,2.403361344537815,4.018487394957984
TN,120,415,No,No,0,185.7,133,235.1,149,256.4,78,16.9,6,0,False,366,694.0999999999999,0.0,3.024793388429752,5.736363636363635
AR,94,408,No,No,0,136.2,114,165.1,118,137.9,71,9.6,5,0,False,308,448.79999999999995,0.0,3.2421052631578946,4.724210526315789
DC,115,510,No,Yes,29,222.6,81,190.3,109,201.2,87,11.5,2,1,False,279,625.5999999999999,0.008620689655172414,2.4051724137931036,5.393103448275861
MN,61,415,No,No,0,197.3,67,264.5,106,210.5,116,9.0,6,1,False,295,681.3,0.016129032258064516,4.758064516129032,10.988709677419354
KS,110,510,No,No,0,208.0,69,95.1,94,178.5,129,8.0,11,1,False,303,489.6,0.009009009009009009,2.72972972972973,4.410810810810811
ND,104,415,No,No,0,118.5,92,177.8,109,255.7,98,12.1,4,1,False,303,564.1,0.009523809523809525,2.8857142857142857,5.3723809523809525
MT,16,510,No,No,0,153.2,65,229.7,90,148.2,94,10.7,8,1,False,257,541.8,0.058823529411764705,15.117647058823529,31.870588235294115
DC,147,408,No,No,0,168.6,92,187.7,107,216.5,95,14.4,8,2,False,302,587.1999999999999,0.013513513513513514,2.0405405405405403,3.967567567567567
MS,102,510,Yes,No,0,224.2,81,243.3,90,147.8,66,12.0,8,3,False,245,627.3,0.02912621359223301,2.378640776699029,6.0902912621359215
IA,64,415,No,Yes,43,118.4,100,144.1,108,158.1,91,8.5,6,1,False,305,429.1,0.015384615384615385,4.6923076923076925,6.601538461538462
AK,103,510,No,No,0,190.9,62,226.6,53,230.1,96,7.8,3,2,False,214,655.4,0.019230769230769232,2.0576923076923075,6.301923076923076
MN,152,415,No,No,0,317.8,60,152.9,100,123.4,63,10.4,7,1,True,230,604.5,0.006535947712418301,1.5032679738562091,3.950980392156863
WV,124,415,No,No,0,312.0,112,180.0,109,168.6,94,12.8,4,1,True,319,673.4,0.008,2.552,5.3872
OR,97,415,No,No,0,146.0,121,203.0,141,151.8,120,13.3,2,1,False,384,514.1,0.01020408163265306,3.9183673469387754,5.245918367346939
MS,131,415,No,No,0,131.6,95,179.3,109,251.2,129,15.5,3,1,True,336,577.5999999999999,0.007575757575757576,2.5454545454545454,4.375757575757575
ME,57,415,No,Yes,33,193.4,105,231.6,79,226.2,90,11.1,11,2,False,285,662.3000000000001,0.034482758620689655,4.913793103448276,11.41896551724138
MN,157,510,No,No,0,185.1,92,213.0,85,196.1,85,8.5,5,2,False,267,602.7,0.012658227848101266,1.6898734177215189,3.814556962025317
GA,194,510,No,No,0,193.3,106,169.0,150,225.2,122,11.8,4,0,False,382,599.3,0.0,1.958974358974359,3.0733333333333333
DC,66,415,No,No,0,146.4,107,196.5,99,230.1,106,7.8,2,1,False,314,580.8,0.014925373134328358,4.686567164179104,8.66865671641791
NY,123,415,No,No,0,123.2,104,190.0,117,170.3,95,12.9,5,4,True,321,496.4,0.03225806451612903,2.588709677419355,4.003225806451613
OK,116,510,No,No,0,205.0,90,140.9,114,272.6,96,7.5,4,2,False,304,626.0,0.017094017094017096,2.5982905982905984,5.35042735042735
OK,63,415,No,No,0,128.7,78,240.8,133,237.7,121,12.8,6,1,False,338,620.0,0.015625,5.28125,9.6875
GA,64,510,No,No,0,216.9,78,211.0,115,179.8,116,11.4,5,3,False,314,619.1,0.046153846153846156,4.8307692307692305,9.524615384615386
NJ,96,510,No,No,0,150.0,122,218.5,116,212.4,89,9.8,1,3,False,328,590.6999999999999,0.030927835051546393,3.381443298969072,6.089690721649484
ME,105,510,No,No,0,212.0,113,226.6,128,193.6,114,8.9,7,3,False,362,641.1,0.02830188679245283,3.4150943396226414,6.04811320754717
MI,53,510,No,Yes,37,167.3,99,194.7,99,236.7,112,12.0,9,2,False,319,610.7,0.037037037037037035,5.907407407407407,11.30925925925926
NE,129,510,No,Yes,30,177.3,95,211.8,102,240.2,108,9.3,7,3,False,312,638.5999999999999,0.023076923076923078,2.4,4.912307692307691
VT,93,408,No,No,0,149.6,120,200.7,85,181.2,107,14.3,9,0,False,321,545.8,0.0,3.4148936170212765,5.806382978723404
OH,115,510,Yes,No,0,345.3,81,203.4,106,217.5,107,11.8,8,1,True,302,778.0,0.008620689655172414,2.603448275862069,6.706896551724138
AL,25,408,No,No,0,264.9,80,281.2,66,166.1,80,8.4,4,1,True,230,720.5999999999999,0.038461538461538464,8.846153846153847,27.71538461538461
DC,73,408,No,No,0,122.0,92,138.3,114,224.2,128,5.8,5,1,False,339,490.3,0.013513513513513514,4.581081081081081,6.625675675675676
DE,97,510,No,No,0,225.1,90,279.5,127,233.8,103,8.8,4,0,True,324,747.2,0.0,3.306122448979592,7.624489795918368
NY,148,408,No,No,0,208.4,120,174.4,99,310.7,105,11.2,4,1,False,328,704.7,0.006711409395973154,2.2013422818791946,4.729530201342282
AL,85,408,No,Yes,30,173.1,107,247.2,101,158.7,104,11.5,5,1,False,317,590.5,0.011627906976744186,3.686046511627907,6.866279069767442
OK,86,510,Yes,No,0,162.4,131,167.0,102,128.9,118,11.4,2,2,True,353,469.69999999999993,0.022988505747126436,4.057471264367816,5.398850574712643
MS,78,415,No,Yes,13,281.2,93,178.2,101,244.2,129,6.4,5,2,False,328,709.9999999999999,0.02531645569620253,4.151898734177215,8.987341772151897
MD,106,415,No,No,0,208.3,89,169.4,67,102.0,90,15.9,4,3,False,250,495.6,0.028037383177570093,2.336448598130841,4.63177570093458
AR,145,415,No,No,0,224.2,89,314.9,121,182.9,121,16.1,3,1,True,334,738.0999999999999,0.00684931506849315,2.287671232876712,5.055479452054794
IL,91,415,No,No,0,189.3,100,239.3,107,89.7,89,9.9,3,3,False,299,528.2,0.03260869565217391,3.25,5.7413043478260875
UT,116,415,No,Yes,24,232.9,90,152.1,94,344.3,82,10.7,6,1,False,272,740.0,0.008547008547008548,2.324786324786325,6.3247863247863245
LA,69,415,No,Yes,37,155.0,98,142.4,105,143.7,117,5.9,4,1,False,324,446.99999999999994,0.014285714285714285,4.628571428571429,6.385714285714285
ID,135,510,No,No,0,154.4,130,203.8,90,158.7,59,11.8,3,0,False,282,528.7,0.0,2.073529411764706,3.8875
KY,73,510,No,No,0,234.7,102,195.7,110,253.4,71,8.4,8,2,False,291,692.1999999999999,0.02702702702702703,3.9324324324324325,9.354054054054053
MI,48,415,No,No,0,240.0,88,141.0,117,128.9,137,7.1,9,1,False,351,517.0,0.02040816326530612,7.163265306122449,10.551020408163266
NH,125,415,Yes,No,0,298.4,78,270.5,142,107.3,84,12.2,2,0,True,306,688.4,0.0,2.4285714285714284,5.463492063492064
WV,100,415,No,No,0,166.0,102,236.1,97,134.3,93,10.9,4,1,False,296,547.3000000000001,0.009900990099009901,2.9306930693069306,5.41881188118812
SD,64,415,No,No,0,174.5,98,180.2,103,179.0,89,10.7,2,2,False,292,544.4000000000001,0.03076923076923077,4.492307692307692,8.375384615384617
MD,116,510,Yes,Yes,27,175.5,137,210.6,60,294.8,121,6.9,5,1,False,323,687.8000000000001,0.008547008547008548,2.7606837606837606,5.878632478632479
ND,147,408,Yes,Yes,35,157.5,109,189.6,67,227.0,76,11.1,2,3,True,254,585.2,0.02027027027027027,1.7162162162162162,3.9540540540540543
MO,84,415,No,Yes,35,207.5,138,201.0,116,164.5,107,7.5,16,4,False,377,580.5,0.047058823529411764,4.435294117647059,6.829411764705882
IL,86,510,No,Yes,16,144.8,105,206.2,111,255.4,117,11.6,2,4,False,335,618.0,0.04597701149425287,3.8505747126436782,7.103448275862069
UT,134,415,No,No,0,258.8,85,129.5,114,193.6,106,10.9,7,2,False,312,592.8,0.014814814814814815,2.311111111111111,4.391111111111111
MI,105,415,No,No,0,226.9,106,182.2,77,203.9,107,11.6,2,0,True,292,624.6,0.0,2.7547169811320753,5.892452830188679
AR,88,408,No,No,0,152.9,119,171.2,107,257.0,106,12.0,5,2,False,337,593.1,0.02247191011235955,3.7865168539325844,6.664044943820225
AK,86,408,No,No,0,150.8,85,295.9,88,247.2,104,12.5,1,1,False,278,706.4,0.011494252873563218,3.1954022988505746,8.119540229885057
NH,141,415,No,Yes,32,322.4,92,283.2,107,209.5,111,6.7,3,1,True,313,821.8,0.007042253521126761,2.204225352112676,5.7873239436619714
NM,148,408,No,No,0,153.6,148,262.1,87,225.5,99,9.8,3,2,False,337,651.0,0.013422818791946308,2.261744966442953,4.369127516778524
MN,163,408,No,Yes,22,215.1,91,138.9,102,146.2,109,12.4,2,2,False,304,512.6,0.012195121951219513,1.853658536585366,3.1256097560975613
IA,89,415,No,Yes,35,174.4,108,196.7,100,127.4,74,11.8,3,1,False,285,510.3,0.011111111111111112,3.1666666666666665,5.67
RI,63,415,No,No,0,180.5,126,230.0,98,232.5,73,10.6,3,0,False,300,653.6,0.0,4.6875,10.2125
AL,102,415,No,No,0,123.1,106,182.0,102,244.6,75,12.6,7,2,False,290,562.3000000000001,0.019417475728155338,2.8155339805825244,5.459223300970875
SD,104,408,No,No,0,200.2,92,118.7,87,236.6,65,6.0,6,2,False,250,561.5,0.01904761904761905,2.380952380952381,5.347619047619047
MT,63,415,No,Yes,33,184.2,111,312.6,89,264.0,55,12.2,4,1,False,259,773.0,0.015625,4.046875,12.078125
KY,105,415,No,Yes,24,274.7,99,193.5,118,299.6,109,10.8,3,3,False,329,778.5999999999999,0.02830188679245283,3.1037735849056602,7.3452830188679235
DC,68,415,Yes,Yes,39,142.0,140,241.6,89,302.0,72,11.3,5,1,False,306,696.9,0.014492753623188406,4.434782608695652,10.1
CO,63,408,Yes,Yes,21,151.5,99,147.8,89,210.4,114,10.0,4,1,False,306,519.7,0.015625,4.78125,8.1203125
KS,91,408,Yes,No,0,246.4,110,182.0,98,157.6,106,12.1,2,2,True,316,598.1,0.021739130434782608,3.4347826086956523,6.501086956521739
NC,101,415,No,No,0,232.7,114,186.4,123,153.3,122,11.5,6,5,False,365,583.9000000000001,0.049019607843137254,3.5784313725490198,5.72450980392157
SC,116,408,No,No,0,288.0,120,255.8,90,233.4,99,13.4,4,0,True,313,790.5999999999999,0.0,2.675213675213675,6.757264957264956
CO,131,415,No,Yes,23,170.8,145,236.7,93,294.5,100,12.7,1,1,False,339,714.7,0.007575757575757576,2.5681818181818183,5.41439393939394
MN,84,415,No,No,0,216.1,114,197.5,107,217.8,104,9.8,3,1,False,328,641.2,0.011764705882352941,3.8588235294117648,7.543529411764706
WY,104,415,No,No,0,138.7,100,215.4,58,164.3,98,4.9,4,2,False,260,523.3000000000001,0.01904761904761905,2.4761904761904763,4.983809523809525
FL,108,510,No,No,0,210.7,112,238.7,73,253.6,90,9.2,5,3,False,280,712.2,0.027522935779816515,2.5688073394495414,6.533944954128441
NY,111,415,No,No,0,181.8,117,158.1,91,266.2,123,9.7,9,0,False,340,615.8,0.0,3.0357142857142856,5.498214285714285
OK,155,408,No,Yes,30,61.6,103,255.1,110,225.9,96,12.4,5,1,False,314,555.0,0.00641025641025641,2.0128205128205128,3.5576923076923075
ME,66,510,No,No,0,207.7,85,196.7,112,261.7,83,6.8,3,1,False,283,672.8999999999999,0.014925373134328358,4.223880597014926,10.04328358208955
NE,64,510,No,No,0,219.2,73,167.0,65,161.4,119,10.0,5,1,False,262,557.6,0.015384615384615385,4.030769230769231,8.57846153846154
OH,69,415,No,No,0,227.0,122,258.7,111,169.7,87,8.9,1,2,False,321,664.3,0.02857142857142857,4.585714285714285,9.49
DC,101,415,No,No,0,257.3,84,184.8,115,108.9,109,13.5,7,0,False,315,564.5,0.0,3.088235294117647,5.534313725490196
OK,15,415,No,No,0,121.1,130,216.0,86,235.1,33,16.1,5,2,False,254,588.3000000000001,0.125,15.875,36.768750000000004
NJ,88,415,No,No,0,301.5,136,257.7,72,132.9,118,13.4,2,4,True,328,705.5,0.0449438202247191,3.6853932584269664,7.926966292134831
IA,197,415,No,No,0,233.9,96,218.9,111,182.9,109,9.5,3,0,False,319,645.2,0.0,1.6111111111111112,3.258585858585859
VA,50,415,Yes,No,0,99.6,108,308.7,102,161.2,62,13.7,6,2,True,278,583.2,0.0392156862745098,5.450980392156863,11.435294117647059
VA,172,510,No,No,0,169.8,123,183.1,94,395.0,72,12.7,7,2,False,296,760.6,0.011560693641618497,1.7109826589595376,4.396531791907514
NM,188,415,Yes,Yes,26,198.8,115,166.6,67,198.5,118,14.4,3,1,True,303,578.3,0.005291005291005291,1.6031746031746033,3.0597883597883597
FL,85,408,Yes,No,0,116.2,86,229.7,127,204.2,109,10.1,3,3,False,325,560.1999999999999,0.03488372093023256,3.7790697674418605,6.513953488372092
RI,103,510,Yes,No,0,255.9,128,140.9,92,308.9,130,12.1,2,1,True,352,717.8000000000001,0.009615384615384616,3.3846153846153846,6.901923076923078
NJ,136,408,No,Yes,27,187.7,84,221.0,147,145.7,110,10.0,4,3,False,345,564.4,0.021897810218978103,2.5182481751824817,4.1197080291970805
NE,155,408,No,Yes,21,195.9,91,213.9,84,88.2,111,8.6,4,0,False,290,506.6,0.0,1.858974358974359,3.2474358974358974
WV,145,415,No,No,0,129.4,97,185.4,101,204.7,106,1.1,2,2,False,306,520.6,0.0136986301369863,2.095890410958904,3.5657534246575344
WY,116,510,No,Yes,12,221.0,108,151.0,118,179.0,80,9.0,6,2,False,312,560.0,0.017094017094017096,2.6666666666666665,4.786324786324786
SC,152,408,No,No,0,140.5,92,186.8,96,227.0,89,9.5,5,2,False,282,563.8,0.013071895424836602,1.8431372549019607,3.6849673202614377
MS,65,415,Yes,No,0,277.9,123,155.8,112,256.9,71,9.2,10,0,True,316,699.8,0.0,4.787878787878788,10.603030303030302
ND,180,415,No,No,0,224.9,105,250.0,101,216.1,73,6.7,5,3,True,284,697.7,0.016574585635359115,1.569060773480663,3.8546961325966853
IL,67,415,No,No,0,109.1,117,217.4,124,188.4,141,12.8,6,0,False,388,527.6999999999999,0.0,5.705882352941177,7.7602941176470575
OR,60,415,No,No,0,207.8,109,123.5,112,291.6,115,5.7,9,0,False,345,628.6000000000001,0.0,5.655737704918033,10.304918032786887
IA,44,415,No,No,0,308.6,139,150.8,94,198.7,66,7.3,3,4,True,302,665.4,0.08888888888888889,6.711111111111111,14.786666666666665
ME,25,510,No,No,0,242.6,69,209.0,117,219.7,82,14.4,6,2,False,274,685.6999999999999,0.07692307692307693,10.538461538461538,26.37307692307692
WY,145,408,No,No,0,229.6,82,138.1,103,250.8,109,3.3,3,1,False,297,621.8,0.00684931506849315,2.0342465753424657,4.258904109589041
WI,122,510,No,Yes,28,166.0,62,233.9,88,170.1,84,7.7,3,2,False,237,577.7,0.016260162601626018,1.9268292682926829,4.696747967479675
SC,121,415,No,No,0,144.8,126,200.6,82,208.8,81,13.3,9,0,True,298,567.5,0.0,2.442622950819672,4.651639344262295
DC,55,510,Yes,No,0,106.1,77,123.5,100,96.4,92,12.9,3,0,False,272,338.9,0.0,4.857142857142857,6.051785714285714
CT,77,415,No,No,0,221.8,84,166.0,125,210.2,72,13.2,4,1,False,285,611.2,0.01282051282051282,3.6538461538461537,7.8358974358974365
OR,12,415,No,No,0,204.6,98,212.5,90,182.1,95,9.8,7,2,False,290,609.0,0.15384615384615385,22.307692307692307,46.84615384615385
OR,64,510,No,No,0,213.5,93,166.6,114,122.0,78,14.1,3,3,False,288,516.2,0.046153846153846156,4.430769230769231,7.941538461538462
NV,92,415,No,Yes,44,152.0,95,274.9,73,162.4,121,10.0,1,2,False,290,599.3,0.021505376344086023,3.118279569892473,6.444086021505376
MN,125,415,Yes,Yes,29,260.8,81,163.7,112,271.7,117,17.0,6,1,True,316,713.2,0.007936507936507936,2.507936507936508,5.660317460317461
OK,160,408,No,No,0,166.4,117,317.0,129,160.4,121,10.0,2,1,False,369,653.8,0.006211180124223602,2.2919254658385095,4.060869565217391
KS,79,415,No,No,0,177.9,83,167.3,84,223.7,142,15.2,8,0,False,317,584.1000000000001,0.0,3.9625,7.301250000000001
RI,36,415,No,No,0,235.1,97,196.8,104,259.7,110,7.0,7,3,False,318,698.5999999999999,0.08108108108108109,8.594594594594595,18.881081081081078
IL,138,408,Yes,No,0,268.4,81,174.4,115,193.5,96,11.6,4,1,False,296,647.9,0.007194244604316547,2.129496402877698,4.66115107913669
WI,72,408,No,No,0,179.9,113,149.8,112,168.2,79,9.8,7,2,False,311,507.70000000000005,0.0273972602739726,4.260273972602739,6.954794520547946
MI,74,415,No,No,0,314.1,86,222.4,99,259.0,121,12.3,5,3,True,311,807.8,0.04,4.1466666666666665,10.770666666666665
MI,134,415,No,Yes,41,162.0,82,324.7,77,160.1,112,11.9,5,0,False,276,658.6999999999999,0.0,2.0444444444444443,4.879259259259259
MA,145,415,No,No,0,175.8,89,274.3,119,226.6,69,12.4,4,1,False,281,689.1,0.00684931506849315,1.9246575342465753,4.71986301369863
