State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn
ND,81,408,Yes,Yes,37,237.1,76,264.2,125,271.3,120,7.9,3,1,False
MI,81,408,No,No,0,166.2,102,217.6,112,220.2,68,13.2,2,4,False
MT,28,415,No,No,0,121.7,48,125.8,112,261.6,122,8.3,2,6,True
AL,111,510,No,No,0,176.4,62,201.0,124,150.4,138,11.2,2,0,False
NV,3,510,No,Yes,27,67.4,116,244.0,78,281.1,93,11.4,2,2,False
FL,68,415,No,Yes,24,176.0,118,277.9,116,174.7,71,14.7,7,1,False
NY,163,408,No,No,0,247.7,77,269.5,108,167.3,82,9.6,7,0,True
KS,87,510,No,No,0,115.4,90,262.6,68,245.7,69,13.1,5,2,False
NC,58,510,No,No,0,112.2,95,209.6,108,260.9,78,13.9,1,0,True
MN,109,408,No,No,0,162.6,138,154.0,109,209.7,118,11.5,4,0,False
RI,111,415,No,No,0,229.4,107,214.1,99,289.6,95,10.4,6,4,False
UT,144,415,No,No,0,139.6,96,124.2,93,95.6,75,15.0,4,2,False
OR,135,415,No,No,0,263.8,66,251.3,116,200.1,112,8.4,2,5,True
SC,109,415,No,Yes,46,217.5,123,233.7,84,163.9,99,9.0,3,4,False
IL,107,415,No,Yes,14,114.3,132,199.8,91,194.7,74,7.5,8,1,False
OH,149,408,No,No,0,196.3,108,136.8,96,154.7,87,7.7,3,2,False
MA,56,510,No,No,0,253.2,95,188.0,116,142.0,133,4.4,4,1,False
OR,129,408,No,No,0,98.0,99,240.7,62,254.8,123,10.5,4,0,False
CA,92,408,No,No,0,249.4,118,211.5,95,169.0,116,9.1,3,0,False
WV,67,415,No,Yes,30,129.6,107,233.0,104,297.0,93,14.5,5,1,False
VT,120,415,No,No,0,221.3,106,267.6,98,111.5,80,9.3,7,0,False
GA,76,408,No,No,0,203.6,61,161.7,127,175.9,97,8.4,3,0,False
ME,79,415,No,No,0,213.6,110,234.9,121,229.6,157,8.8,3,2,False
HI,98,415,No,Yes,31,181.6,112,220.7,100,236.3,121,12.9,4,2,False
AZ,141,510,No,Yes,22,215.4,123,328.7,98,160.5,89,7.8,6,1,False
IA,46,510,No,No,0,199.2,111,175.1,83,210.6,84,10.2,2,3,False
CT,137,415,No,No,0,115.0,130,137.8,83,224.0,61,7.3,4,3,False
WA,171,408,No,No,0,270.5,69,230.0,112,136.0,111,9.6,5,1,True
VA,10,415,No,No,0,222.2,127,153.1,125,227.4,80,12.9,4,1,False
CO,88,510,No,No,0,61.9,78,262.6,114,212.5,110,8.8,2,3,False
TX,82,415,No,No,0,189.2,81,184.4,117,255.8,83,10.6,5,3,True
SD,139,510,No,No,0,196.0,135,186.0,146,153.0,92,9.8,1,3,False
VA,87,415,No,No,0,171.6,119,205.0,107,170.6,114,13.8,4,0,False
NY,137,415,Yes,No,0,174.0,123,161.3,115,260.7,98,11.4,3,2,False
WA,45,510,No,No,0,78.6,106,187.3,110,184.2,111,7.4,5,1,True
TN,103,415,No,No,0,141.3,123,253.6,87,215.8,96,6.4,2,1,False
CT,100,415,No,No,0,235.8,130,176.0,69,63.6,122,7.3,1,2,False
WA,110,510,No,No,0,185.1,100,165.1,88,111.6,104,6.3,4,3,False
NH,124,415,No,No,0,254.3,113,78.9,104,153.2,69,11.8,2,2,False
MT,10,510,No,No,0,183.0,103,214.8,77,206.4,73,8.7,6,2,False
NE,89,415,No,Yes,29,163.5,80,274.8,136,381.9,147,7.5,5,2,False
WA,121,408,No,No,0,207.9,98,210.5,96,109.6,114,7.7,2,2,False
WI,101,415,No,No,0,248.6,102,174.9,93,207.2,86,6.1,3,3,False
AR,103,415,No,Yes,31,185.4,105,197.6,126,147.1,110,14.5,4,2,False
WI,51,408,No,No,0,197.8,60,221.0,64,168.6,134,8.9,5,1,False
DE,2,415,Yes,No,0,132.1,42,138.9,88,192.6,119,9.1,1,2,True
NH,111,510,No,No,0,197.1,117,227.8,128,214.0,101,9.3,11,0,False
VA,118,415,No,No,0,154.6,112,184.2,105,217.4,102,12.6,5,2,False
TN,17,510,No,Yes,31,153.1,115,185.9,59,224.3,102,10.0,1,6,True
VA,130,408,No,No,0,211.2,119,231.1,120,220.9,80,6.3,9,2,False
AZ,137,415,No,No,0,141.1,91,147.2,100,254.7,75,8.0,7,2,False
MT,185,408,No,Yes,29,151.1,121,244.7,88,154.4,91,13.8,2,2,False
OK,101,408,No,No,0,209.6,107,228.8,96,172.4,85,7.6,2,3,False
ID,95,415,No,Yes,32,247.0,109,125.6,91,226.5,90,10.5,4,3,False
KS,126,408,No,No,0,321.3,99,167.9,93,193.6,106,8.0,4,1,True
MS,124,415,No,No,0,251.5,85,214.2,98,186.1,71,11.1,6,3,False
WY,97,510,Yes,No,0,236.9,107,157.6,105,241.0,120,7.3,2,0,True
TX,28,415,No,No,0,159.7,79,216.7,131,206.7,116,9.3,3,2,False
WA,90,415,Yes,No,0,148.2,96,220.4,111,134.2,97,9.2,1,4,True
HI,190,408,No,No,0,150.9,86,268.6,129,179.9,73,14.7,1,1,False
AK,52,415,No,Yes,24,170.9,71,201.4,80,159.0,124,4.1,5,2,False
MD,73,510,No,No,0,254.7,80,90.2,79,153.4,60,10.6,8,0,False
SD,98,415,No,No,0,0.0,0,159.6,130,167.1,88,6.8,1,4,True
PA,106,408,Yes,No,0,133.7,45,187.8,107,181.9,89,10.7,2,1,True
NC,111,408,No,No,0,224.9,117,191.9,127,229.9,97,10.3,3,0,False
VT,59,408,No,No,0,151.8,98,209.9,92,266.9,86,11.9,5,1,False
KY,71,510,No,Yes,22,141.4,107,163.0,105,220.0,99,5.6,3,2,False
WA,55,408,No,No,0,285.7,124,230.9,106,230.7,140,14.8,7,0,True
LA,13,415,No,No,0,58.4,121,262.2,64,159.0,115,11.9,5,1,False
WA,136,415,No,Yes,16,90.4,105,201.3,109,227.1,115,13.1,4,0,False
ME,123,408,No,No,0,114.4,91,216.6,123,250.6,102,11.0,3,0,False
WI,105,408,No,No,0,147.7,103,222.7,78,163.5,102,12.8,3,2,False
TX,50,408,No,Yes,31,302.7,93,240.5,119,193.9,103,13.6,14,3,False
IA,118,415,No,No,0,136.1,120,204.2,103,228.2,90,11.3,4,1,False
VT,73,415,No,No,0,217.8,91,220.6,97,277.3,89,10.3,6,1,True
HI,35,415,No,No,0,124.2,102,123.9,115,135.7,100,13.1,8,2,False
WY,64,415,No,No,0,206.2,76,232.4,76,251.6,96,13.6,2,1,False
WV,63,510,No,No,0,132.9,122,67.0,62,160.4,121,9.9,2,3,False
OK,117,415,No,Yes,31,104.9,115,237.6,125,263.4,104,7.7,6,3,False
CT,115,415,No,No,0,245.0,97,250.7,75,270.2,124,13.7,8,1,True
UT,162,408,No,No,0,184.5,118,224.0,95,180.5,82,11.6,3,1,False
NY,89,415,No,No,0,89.5,66,179.3,104,225.1,116,12.3,1,3,False
VA,94,415,Yes,No,0,235.6,131,194.8,107,170.6,93,8.6,4,1,False
VT,129,408,No,No,0,186.0,127,262.3,96,98.9,63,11.5,6,4,False
PA,96,510,No,No,0,179.5,125,162.3,139,264.5,133,6.6,2,1,False
SC,108,415,No,No,0,112.0,105,193.7,110,208.9,93,4.1,4,4,True
MI,97,408,No,Yes,32,168.4,129,225.9,97,191.8,95,8.5,7,0,False
VT,84,415,No,Yes,42,214.3,112,188.2,107,333.5,117,11.3,10,0,False
OH,65,415,No,No,0,245.7,139,241.9,113,285.3,117,4.2,5,4,True
VT,131,415,No,Yes,34,156.6,134,71.0,95,261.7,120,13.4,10,1,False
IL,58,415,Yes,Yes,43,142.8,96,272.3,100,193.4,105,8.9,4,1,False
WI,54,415,No,No,0,116.8,119,123.1,123,217.5,101,12.0,2,1,False
GA,125,415,No,Yes,39,236.1,107,289.2,110,175.4,107,9.1,4,2,False
VT,72,415,No,Yes,21,138.1,113,260.1,83,135.4,118,8.2,2,2,False
CT,141,408,No,No,0,51.9,108,162.0,83,223.5,115,10.1,3,3,False
AZ,113,510,No,No,0,81.3,116,220.6,124,235.7,113,8.9,3,0,False
SD,20,415,No,Yes,35,171.5,98,153.1,127,165.6,125,7.1,3,0,False
CT,212,415,No,No,0,126.0,96,144.3,80,302.8,102,7.6,3,1,False
IN,99,415,Yes,No,0,197.2,127,156.0,92,204.1,99,9.9,6,4,False
OH,94,510,No,No,0,194.1,62,227.2,54,190.4,115,15.3,4,1,False
NY,40,510,No,No,0,115.7,105,127.8,113,107.5,91,9.3,6,1,False
NE,86,510,No,Yes,29,157.2,118,196.3,136,226.7,109,8.4,5,3,False
OK,101,415,No,No,0,269.7,85,207.6,86,214.2,107,4.5,15,3,True
HI,105,510,No,No,0,227.4,121,268.5,89,143.3,82,13.0,4,1,False
MD,140,415,Yes,Yes,27,188.9,124,160.9,102,197.7,100,11.5,5,4,False
VT,101,510,No,No,0,0.0,0,192.1,119,168.8,95,7.2,4,1,False
TX,98,408,No,Yes,19,110.5,87,227.8,97,243.6,84,11.0,4,1,False
AZ,104,408,No,No,0,167.6,116,219.2,112,215.9,94,11.7,2,4,False
VA,115,415,No,No,0,132.0,90,197.5,75,175.8,114,0.0,0,3,False
NE,70,415,No,No,0,213.4,86,204.7,77,256.6,101,5.7,4,1,False
KY,126,510,No,No,0,175.4,120,98.3,71,201.9,93,10.6,1,0,False
NV,87,510,No,Yes,39,82.6,113,224.4,63,163.6,88,9.5,1,3,False
MO,86,415,No,No,0,125.5,139,269.8,93,235.8,110,8.9,8,1,False
NJ,1,415,No,Yes,30,183.1,95,232.6,110,248.3,110,8.4,2,0,False
NH,133,408,No,No,0,162.1,91,212.1,94,260.4,78,12.2,5,1,False
NC,103,510,No,No,0,166.6,84,192.4,91,167.9,115,7.7,6,1,False
MT,131,415,No,Yes,24,135.9,60,233.2,78,210.6,121,9.4,4,1,False
LA,99,510,No,No,0,142.3,89,204.5,95,203.1,114,9.1,1,0,False
NV,27,510,No,No,0,177.6,121,296.8,92,192.9,106,7.6,3,3,False
AK,141,408,No,No,0,83.2,74,190.6,104,150.5,79,10.7,7,1,False
OH,29,415,Yes,Yes,37,235.0,101,183.3,79,139.8,106,5.7,7,2,False
NM,65,415,No,No,0,105.7,95,141.8,100,180.5,105,6.6,12,2,False
MI,81,415,Yes,No,0,149.4,68,171.9,98,214.5,97,17.9,3,3,True
MN,37,415,No,Yes,20,264.7,81,216.5,110,210.7,102,10.4,7,0,False
WY,107,510,No,Yes,31,160.3,45,221.5,70,261.6,109,5.6,1,1,False
WY,127,415,Yes,Yes,28,95.9,117,159.5,131,152.8,132,10.4,3,1,False
WA,78,408,No,No,0,140.7,77,195.2,114,252.9,107,11.7,5,0,False
RI,176,415,No,No,0,250.9,108,171.4,100,148.6,85,9.6,6,2,False
AL,96,415,Yes,No,0,200.6,117,289.5,120,98.3,95,11.2,5,2,False
WV,11,510,No,Yes,38,209.8,130,196.6,84,233.0,79,7.0,7,1,False
WV,48,415,No,Yes,34,198.0,70,273.7,121,217.9,71,7.6,4,1,False
UT,47,408,No,Yes,37,112.8,150,243.9,97,178.7,112,13.2,6,2,False
IL,89,415,Yes,Yes,19,112.6,114,261.7,132,123.5,116,11.1,2,0,True
MI,83,510,No,Yes,26,226.4,117,234.7,97,133.6,82,10.8,7,1,False
WI,126,415,Yes,Yes,34,244.9,118,219.6,105,210.8,136,9.7,6,4,False
ND,60,510,No,No,0,203.2,99,235.8,131,224.9,112,15.1,6,2,False
VT,122,415,No,No,0,136.7,115,243.1,137,188.9,110,8.6,4,0,False
WA,136,408,No,No,0,152.6,97,208.9,85,119.1,99,5.0,10,1,False
NC,172,408,No,Yes,47,274.9,102,186.6,118,245.0,123,8.8,2,1,False
ME,102,510,No,No,0,195.7,116,209.1,87,201.1,73,8.3,3,1,True
SD,113,415,Yes,No,0,204.3,82,188.8,115,139.4,97,9.2,7,1,False
WV,79,415,No,No,0,222.3,99,146.2,82,275.6,82,8.9,4,3,False
ID,55,510,No,Yes,8,222.5,104,171.5,94,377.5,114,9.7,2,1,False
GA,160,415,No,No,0,174.3,105,171.3,107,220.8,131,8.3,2,0,False
FL,110,415,No,No,0,242.5,110,162.3,140,184.1,86,7.8,3,4,False
CO,192,415,No,No,0,221.6,101,285.2,50,167.4,83,12.7,6,4,False
NV,93,408,No,No,0,114.3,100,221.1,103,126.3,88,10.9,9,0,False
IN,101,415,No,Yes,33,219.7,137,186.8,94,184.5,113,9.5,2,2,False
VA,77,510,No,No,0,144.9,136,151.3,115,252.4,73,12.3,3,2,False
UT,105,415,No,Yes,40,236.5,111,117.0,110,221.1,115,8.1,3,2,False
UT,133,408,No,Yes,44,174.0,80,209.4,113,224.1,87,14.1,7,2,True
MO,131,408,No,No,0,109.5,95,332.1,48,258.6,108,6.6,7,1,False
CT,106,510,No,Yes,33,81.6,120,235.6,85,150.9,113,9.9,4,1,False
HI,118,415,No,No,0,133.4,113,121.0,92,254.7,129,5.9,4,1,False
MD,125,408,No,No,0,137.1,94,209.8,83,238.4,114,8.6,4,1,False
VA,95,415,No,No,0,197.0,88,190.4,68,211.9,104,16.1,8,0,False
MT,80,415,No,No,0,198.1,160,156.7,87,182.1,76,9.3,3,3,False
SC,145,408,No,No,0,39.5,78,264.3,106,185.8,90,10.0,6,0,False
CO,37,408,No,No,0,199.5,107,207.5,110,83.9,123,8.1,4,2,False
ID,87,415,No,No,0,156.8,93,215.8,68,223.3,77,7.6,6,1,False
AL,69,415,No,No,0,183.4,85,237.6,100,228.0,94,9.0,5,3,False
CO,83,510,No,No,0,132.4,120,121.6,101,197.7,84,8.6,2,1,False
UT,195,415,No,No,0,63.2,108,220.2,88,184.0,99,5.1,3,0,False
DE,67,415,Yes,Yes,35,181.1,59,215.9,116,216.3,106,16.9,4,0,True
OH,75,510,No,Yes,27,117.5,102,206.8,127,194.4,114,4.2,7,3,False
RI,123,415,No,Yes,27,218.7,79,163.4,78,173.8,116,15.0,1,0,False
FL,41,415,No,Yes,41,207.3,95,137.3,120,115.7,74,5.9,3,1,False
OH,75,415,No,No,0,150.6,99,301.5,83,158.7,104,8.1,5,0,False
MD,76,415,Yes,No,0,273.3,66,263.6,121,165.2,84,12.0,7,1,True
IL,86,415,Yes,No,0,266.1,120,182.0,92,206.5,103,10.3,4,1,False
PA,140,408,No,No,0,112.8,89,156.7,65,249.6,85,16.3,6,0,False
AZ,70,415,No,No,0,104.7,112,82.2,104,169.4,110,15.8,7,3,False
HI,118,415,No,No,0,253.2,122,201.0,78,195.3,108,9.7,7,2,False
NJ,66,415,No,Yes,16,174.7,92,232.1,105,305.4,98,8.9,2,1,False
WI,78,408,No,No,0,87.0,102,193.6,64,205.8,120,11.0,5,0,False
MD,129,415,No,Yes,34,204.5,79,132.8,113,190.1,117,14.8,9,2,False
OR,6,408,No,No,0,226.5,93,152.1,122,164.4,98,9.4,4,3,False
NV,107,510,Yes,No,0,234.1,91,163.1,105,282.5,100,10.0,3,1,False
AR,107,415,Yes,No,0,133.3,106,182.9,89,241.1,123,12.9,2,3,True
MT,138,415,No,No,0,133.9,87,166.4,110,193.5,139,15.4,3,1,False
CT,103,510,No,No,0,160.2,104,138.9,70,312.5,97,9.7,2,0,False
UT,116,415,No,Yes,44,230.6,94,224.1,103,244.0,76,11.1,2,0,False
GA,189,408,No,No,0,227.4,84,176.0,81,206.1,120,6.3,4,2,False
NV,161,415,No,No,0,72.8,120,267.1,120,222.5,91,11.8,2,2,False
TN,1,415,No,No,0,196.1,107,296.5,82,211.5,91,7.0,2,1,False
DE,89,408,No,No,0,197.1,110,165.9,115,227.3,106,12.8,3,1,False
NY,64,408,No,No,0,219.6,126,303.3,100,154.5,65,9.7,5,1,False
MT,126,415,No,Yes,30,153.4,90,151.4,97,153.8,97,12.8,4,4,True
IA,129,415,No,No,0,216.0,85,186.9,114,210.7,109,4.9,10,2,False
VT,128,510,No,Yes,32,222.9,136,262.0,80,191.4,101,10.8,4,0,False
MT,114,510,No,No,0,189.8,101,147.7,80,172.7,121,10.6,5,1,False
NH,50,408,No,No,0,154.7,102,298.0,108,210.2,95,11.1,3,0,False
WV,86,415,No,No,0,136.4,104,202.5,110,230.7,86,11.5,1,3,False
ID,96,408,No,No,0,170.5,86,277.5,88,162.5,117,12.2,6,1,False
WV,57,415,Yes,Yes,17,236.5,94,163.1,94,236.7,117,12.2,3,2,False
OH,65,510,No,No,0,153.9,117,220.1,122,280.5,147,8.5,3,2,False
MD,136,415,No,No,0,252.4,74,167.9,81,248.3,110,10.7,3,2,False
MN,116,408,No,No,0,197.9,84,168.1,113,239.8,145,12.0,6,1,False
NE,93,408,No,No,0,152.4,74,274.6,88,252.2,120,6.6,5,3,False
MN,142,510,No,Yes,40,237.4,105,175.9,93,210.3,110,9.2,3,3,False
NY,92,408,No,No,0,265.6,82,180.7,75,211.1,113,8.6,2,1,False
HI,70,415,No,No,0,197.3,91,305.8,81,171.0,105,6.7,6,1,False
MO,22,408,No,Yes,14,199.1,100,221.8,103,65.7,91,4.2,1,1,False
NV,37,415,No,No,0,233.7,114,207.9,109,212.7,101,12.0,2,2,False
MA,51,415,No,No,0,183.1,99,160.1,107,311.8,121,7.0,3,1,False
NH,174,408,No,No,0,139.4,96,143.4,108,225.2,107,10.0,5,2,False
UT,68,415,No,No,0,213.9,112,260.5,100,233.8,97,8.4,3,1,True
FL,130,415,No,No,0,207.1,70,200.1,115,194.2,100,12.4,2,1,False
CT,134,408,No,No,0,177.2,91,228.7,105,194.3,113,8.9,3,2,False
KY,108,415,No,Yes,35,169.8,136,173.7,101,214.6,105,9.5,7,2,False
NM,103,415,No,No,0,173.5,83,244.3,65,221.6,66,9.7,2,3,False
ND,62,510,No,No,0,159.9,100,172.2,99,263.2,109,5.6,4,1,False
NV,162,415,No,No,0,115.1,89,196.8,111,212.4,98,11.4,3,2,False
ID,42,415,No,No,0,92.2,108,211.2,120,129.1,73,13.1,6,1,False
OK,155,415,No,Yes,23,243.9,112,133.0,106,213.7,123,13.4,11,2,False
IA,36,510,No,No,0,117.1,94,235.4,117,221.3,108,9.0,2,0,False
OH,143,415,No,No,0,223.3,99,167.1,128,203.0,84,4.5,4,0,True
IA,81,510,No,No,0,261.4,141,215.7,102,271.8,96,8.0,6,1,True
DE,138,510,Yes,No,0,46.5,104,186.0,114,167.5,95,9.6,4,4,True
CA,103,415,No,Yes,18,149.9,84,170.9,84,171.5,112,11.5,7,0,True
WY,127,510,Yes,No,0,242.2,102,226.1,80,252.0,96,13.9,5,2,True
OR,136,510,No,No,0,259.4,99,172.7,125,293.7,78,10.7,6,1,True
ME,99,415,No,No,0,222.4,102,185.8,89,237.7,81,12.0,8,2,False
AR,95,415,No,No,0,69.4,79,190.8,109,219.9,102,8.9,5,0,False
ME,118,408,Yes,Yes,21,156.5,122,209.2,125,158.7,81,11.1,3,4,True
WV,113,415,No,No,0,61.2,111,92.3,88,197.4,114,13.7,3,5,True
PA,128,408,Yes,No,0,245.2,112,101.5,101,152.3,116,10.7,5,0,False
HI,117,408,No,No,0,102.3,100,135.2,104,199.7,93,15.7,10,3,False
MT,48,415,No,Yes,36,230.9,92,167.6,121,270.0,87,7.6,4,3,False
DC,81,510,Yes,No,0,227.4,105,211.5,120,258.2,113,11.9,3,0,False
MS,140,408,No,No,0,162.6,98,206.2,109,141.6,66,8.2,2,1,False
OH,107,510,No,Yes,38,219.4,92,180.5,73,104.1,91,11.0,1,2,False
MO,56,415,No,No,0,137.2,111,165.9,119,182.3,72,14.3,4,1,False
TX,159,415,No,No,0,87.7,103,278.2,97,170.6,93,10.5,10,1,False
MD,102,415,No,No,0,271.1,80,172.0,133,169.2,105,10.3,5,1,False
SC,106,408,No,No,0,52.2,106,220.1,113,112.3,95,11.4,2,2,False
MI,225,415,No,No,0,165.4,106,273.7,109,210.0,93,8.7,3,0,True
CO,86,415,No,No,0,217.8,93,214.7,95,228.7,70,11.3,7,0,False
ID,169,415,No,No,0,235.7,79,136.9,85,220.9,97,13.3,10,1,False
AZ,122,510,No,Yes,22,204.5,92,139.6,121,205.0,103,8.6,5,2,False
MN,52,415,No,Yes,32,130.1,68,247.2,77,289.4,87,13.5,5,2,False
DE,79,415,No,Yes,34,103.7,100,236.3,78,256.6,102,14.8,4,2,False
MI,135,415,No,No,0,239.9,91,177.1,104,217.2,118,5.9,3,2,False
CA,37,415,No,No,0,191.1,69,129.2,113,207.5,117,12.9,1,0,False
MN,161,415,No,Yes,39,218.5,76,112.7,94,205.1,121,7.3,4,1,False
CT,123,415,No,No,0,128.7,126,117.6,94,198.4,132,10.8,5,0,False
WV,80,415,No,Yes,38,236.6,69,197.5,68,209.5,102,9.5,10,2,False
WV,94,415,No,No,0,85.9,113,226.7,91,279.6,110,15.6,16,0,False
NE,105,415,No,Yes,27,141.2,96,167.7,94,274.4,101,11.4,2,1,False
NC,73,415,No,Yes,31,194.4,104,176.0,84,230.1,110,11.5,3,0,False
NE,112,415,No,No,0,167.6,100,154.5,90,281.4,107,17.3,3,2,False
IL,179,408,No,No,0,234.5,134,164.2,94,191.4,72,6.1,4,1,False
MA,57,510,No,No,0,154.2,78,196.7,85,253.5,97,10.1,9,1,False
AZ,127,415,No,Yes,14,143.2,99,169.9,91,221.6,77,11.6,1,1,False
SD,122,415,Yes,Yes,40,216.4,80,249.7,90,185.9,99,12.7,4,1,False
MT,33,510,No,Yes,35,161.9,85,151.2,82,191.0,131,8.5,2,1,False
VT,94,408,No,No,0,118.7,90,205.1,57,172.2,100,10.4,6,3,False
UT,100,408,No,No,0,179.1,123,196.6,132,186.7,116,10.2,10,1,False
HI,106,415,No,No,0,147.9,97,209.3,99,162.1,80,8.8,5,2,False
DC,148,415,No,Yes,38,209.2,110,116.6,73,109.6,105,16.5,4,2,False
WI,120,415,No,Yes,29,244.3,140,322.3,89,166.8,83,10.6,6,0,False
UT,91,415,No,Yes,34,175.3,96,262.3,122,143.9,76,5.6,11,1,False
WA,86,510,No,No,0,150.5,92,120.3,95,271.2,96,9.0,2,1,False
SD,78,415,No,Yes,25,197.4,73,295.7,113,211.7,73,13.2,2,0,False
MT,94,510,No,No,0,163.5,136,143.7,111,253.4,82,12.6,5,1,False
NJ,85,415,No,No,0,236.9,93,197.7,113,309.1,78,11.4,7,2,True
CT,89,415,No,No,0,82.3,77,167.2,80,194.7,70,7.2,4,1,False
VA,128,415,No,No,0,216.0,111,153.7,115,227.0,74,12.7,4,1,False
NC,115,415,Yes,No,0,180.0,119,198.8,126,217.1,70,12.4,3,1,False
AK,76,415,No,No,0,143.7,55,173.1,108,239.1,95,5.8,6,1,False
MD,75,415,No,Yes,39,198.2,107,280.4,132,129.6,73,11.3,7,1,False
ND,82,415,No,Yes,29,163.8,77,134.9,112,79.3,95,8.8,2,2,False
IN,87,510,No,No,0,189.5,113,204.9,100,221.7,93,13.4,3,1,False
MI,115,415,No,Yes,26,155.2,110,230.9,133,261.6,100,4.5,4,0,False
AR,99,510,Yes,No,0,242.3,102,350.9,102,163.1,93,11.3,3,0,True
VT,121,415,Yes,Yes,44,254.1,127,180.2,108,196.2,129,8.7,4,3,False
WV,54,510,No,Yes,33,112.0,90,208.0,112,150.3,83,11.3,4,2,False
CT,95,415,No,No,0,198.4,113,235.9,144,325.6,99,10.1,3,0,False
OR,163,408,No,Yes,25,219.6,99,210.4,99,242.7,88,13.8,8,2,False
VT,57,415,No,No,0,169.6,96,234.7,112,285.4,83,11.2,4,0,False
RI,104,408,Yes,No,0,160.4,73,293.9,103,306.6,90,12.6,5,4,False
RI,83,415,No,Yes,20,95.0,89,167.9,92,200.6,79,11.2,2,0,False
NM,141,415,No,No,0,160.1,87,256.7,120,270.0,107,7.0,1,2,False
AL,95,415,No,No,0,194.6,114,232.8,106,173.4,92,3.8,2,3,False
MT,184,415,No,No,0,236.4,73,287.3,120,192.0,94,13.8,4,1,True
CT,74,408,No,No,0,157.1,95,213.1,36,280.4,77,7.6,3,2,False
TN,67,415,No,No,0,179.8,125,173.2,86,272.8,97,10.9,4,0,False
ID,104,415,Yes,No,0,148.2,108,161.8,113,259.3,103,11.0,4,0,False
NH,149,415,No,No,0,119.2,88,168.3,110,204.7,119,12.2,6,4,True
ND,154,408,No,Yes,35,224.0,102,192.0,99,163.1,100,9.6,2,0,False
SC,138,510,No,Yes,21,19.5,149,140.9,109,179.7,111,7.9,1,0,False
KS,117,415,No,No,0,184.8,83,248.6,101,133.1,113,9.6,8,1,False
ME,130,408,No,No,0,176.3,140,201.0,104,161.9,123,11.3,5,1,False
RI,73,415,No,No,0,241.7,115,168.5,133,169.8,122,11.1,2,2,False
WI,100,510,No,Yes,38,224.7,121,294.0,131,290.0,61,9.8,6,0,False
NC,149,510,No,No,0,207.3,115,198.4,82,114.1,83,8.6,4,1,False
OH,29,408,No,No,0,196.8,81,168.0,110,132.6,98,12.7,7,2,False
WY,131,510,No,No,0,110.9,74,115.6,90,190.5,114,15.8,9,1,False
NJ,153,510,No,No,0,122.5,145,273.3,103,197.8,71,8.0,3,2,False
ND,84,510,No,No,0,226.9,144,201.6,122,130.2,121,13.2,5,2,False
WI,133,510,No,No,0,187.0,65,141.4,128,238.2,108,10.0,8,2,False
NY,87,415,No,No,0,204.8,101,161.0,80,285.7,89,9.5,3,0,False
MO,72,415,No,No,0,165.9,114,235.9,97,210.1,120,12.0,5,2,False
MN,65,510,No,Yes,29,158.1,104,322.2,81,210.0,96,8.9,6,1,False
CO,74,415,No,No,0,225.2,93,215.1,120,241.8,95,9.1,2,2,False
MD,116,408,No,No,0,159.4,79,179.5,88,167.8,71,9.7,2,6,True
AR,68,510,No,No,0,172.7,95,139.1,90,174.3,99,11.7,1,2,False
TN,68,415,No,No,0,222.8,99,175.8,85,202.0,111,11.0,3,3,False
DE,54,415,Yes,No,0,214.1,77,240.5,94,188.9,75,10.1,3,1,False
WI,107,408,No,No,0,134.0,104,174.5,94,311.1,79,7.3,3,3,False
MN,173,510,No,No,0,291.8,143,214.3,134,151.2,119,9.9,2,0,True
MO,110,408,No,No,0,222.7,94,105.8,98,214.8,78,13.5,4,1,False
VA,102,510,No,No,0,174.5,79,236.8,136,270.4,110,8.5,5,0,False
OK,91,408,No,Yes,31,273.0,78,215.5,98,104.7,114,9.6,2,1,False
CT,64,415,Yes,No,0,225.3,134,108.2,87,139.6,132,17.3,9,1,True
TN,176,415,No,Yes,23,283.2,130,162.6,74,177.7,104,7.2,6,1,False
WI,84,510,No,Yes,12,89.7,87,138.6,73,165.8,114,10.7,2,1,False
SD,138,510,No,No,0,127.1,102,247.7,106,207.7,75,5.0,3,3,False
ND,101,415,No,Yes,28,105.9,132,231.7,107,281.3,120,10.7,5,1,False
VA,136,408,No,No,0,142.3,79,158.0,113,177.5,75,6.0,11,2,False
UT,111,510,No,No,0,191.3,80,138.5,94,246.0,107,6.4,3,2,False
MA,132,408,No,Yes,36,201.9,93,156.3,75,131.3,92,13.7,5,0,False
SD,128,415,No,No,0,247.3,91,182.7,60,143.2,112,14.7,2,3,False
AL,92,408,No,Yes,38,242.2,96,159.7,144,210.0,108,8.9,1,1,False
AL,197,415,Yes,No,0,127.3,80,222.3,115,173.9,95,13.7,5,5,True
SC,99,415,No,Yes,33,179.1,93,238.3,102,165.7,96,10.6,1,2,False
FL,106,415,No,Yes,31,197.4,125,123.4,110,115.6,101,12.3,4,3,False
UT,78,415,No,No,0,193.1,85,172.1,105,129.6,119,10.2,1,0,False
NY,98,408,No,No,0,171.7,99,174.8,87,189.6,130,7.8,6,1,False
MS,17,408,No,Yes,35,198.5,123,270.6,74,209.9,130,8.1,10,1,False
NH,56,415,No,Yes,24,121.7,87,184.0,76,266.6,98,12.7,3,1,False
VA,84,415,No,No,0,130.2,105,278.0,60,305.4,74,14.0,6,2,False
